,Unnamed: 0,old_ind,Hotel_Name,Average_Score,key
186,186,63942,Britannia International Hotel Canary Wharf,7.1,"[u'also', u'amaze', u'area', u'bar', u'bathroom', u'beautiful', u'bed', u'big', u'book', u'breakfast', u'canary', u'cheap', u'check', u'city', u'clean', u'close', u'comfortable', u'comfy', u'convenient', u'could', u'day', u'dlr', u'easy', u'even', u'everything', u'excellent', u'extra', u'facility', u'floor', u'food', u'free', u'friendly', u'get', u'give', u'go', u'good', u'great', u'helpful', u'hotel', u'large', u'like', u'little', u'location', u'london', u'look', u'lot', u'love', u'lovely', u'minute', u'money', u'much', u'need', u'nice', u'night', u'nothing', u'ok', u'old', u'one', u'pay', u'perfect', u'place', u'pleasant', u'pool', u'positive', u'price', u'quiet', u'really', u'reception', u'restaurant', u'room', u'service', u'shower', u'size', u'spacious', u'staff', u'station', u'stay', u'time', u'tube', u'upgrade', u'upgraded', u'value', u'view', u'walk', u'well', u'wharf', u'window', u'work', u'would']"
187,187,68731,Best Western Op ra Batignolles,7.6,"[u'room', u'staff']"
188,188,68832,H tel de Banville,8.7,"[u'room', u'staff']"
189,189,68936,Villa Eugenie,6.8,[]
190,190,68998,Hilton London Euston,7.4,"[u'bed', u'breakfast', u'comfortable', u'friendly', u'good', u'location', u'positive', u'room', u'staff']"
191,191,69468,Egerton House,9.3,[u'staff']
192,192,69544,Millennium Hotel London Knightsbridge,7.5,"[u'bed', u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'positive', u'room', u'service', u'staff']"
193,193,70551,H tel Raphael,8.7,"[u'location', u'room', u'staff']"
194,194,70629,Le 7 Eiffel Hotel,8.5,[u'location']
195,195,70705,Paris Marriott Rive Gauche Hotel,7.5,[]
196,196,70751,Hotel La Place,7.6,[u'staff']
197,197,70876,Hotel Le Pera,7.8,[]
198,198,70898,H tel Bedford,8.6,"[u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
199,199,71274,Drawing Hotel,8.9,[]
200,200,71288,Novotel Paris Centre Gare Montparnasse,8.1,"[u'breakfast', u'good', u'location', u'room', u'staff']"
201,201,71535,D clic Hotel,8.8,"[u'room', u'staff']"
202,202,71594,Villa d Estr es,8.7,[]
203,203,71623,Bulgari Hotel London,9.3,[]
204,204,71660,Novotel London Greenwich,8.6,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
205,205,72164,Park Avenue Baker Street,7.7,"[u'baker', u'bathroom', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'comfy', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'modern', u'nice', u'positive', u'room', u'shower', u'small', u'staff', u'station', u'stay', u'street', u'walk', u'well']"
206,206,73015,Hotel Plaza Elys es,8.5,"[u'great', u'hotel', u'location', u'room', u'staff']"
207,207,73120,Hotel Champs Elys es Friedland by Happyculture,8.7,"[u'location', u'staff']"
208,208,73225,Malmaison London,8.7,"[u'bed', u'breakfast', u'comfortable', u'comfy', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'quiet', u'really', u'room', u'shower', u'staff', u'stay']"
209,209,73988,The Park City Grand Plaza Kensington Hotel,8.3,"[u'clean', u'good', u'hotel', u'location', u'room', u'staff']"
210,210,74223,Park Plaza London Riverbank,8.3,"[u'also', u'amaze', u'bar', u'bathroom', u'bed', u'big', u'breakfast', u'check', u'clean', u'close', u'comfortable', u'comfy', u'concierge', u'everything', u'excellent', u'facility', u'fantastic', u'food', u'friendly', u'get', u'go', u'good', u'great', u'helpful', u'hotel', u'like', u'location', u'london', u'love', u'lovely', u'make', u'modern', u'nice', u'perfect', u'positive', u'quiet', u'really', u'reception', u'restaurant', u'river', u'room', u'service', u'shower', u'size', u'spacious', u'staff', u'station', u'stay', u'thames', u'upgrade', u'view', u'walk', u'welcome', u'well', u'westminster', u'would']"
211,211,76390,Pullman Paris Tour Eiffel,8.6,"[u'amaze', u'balcony', u'bed', u'breakfast', u'clean', u'comfortable', u'eiffel', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'perfect', u'room', u'service', u'staff', u'stay', u'tower', u'view']"
212,212,77236,Danubius Hotel Regents Park,8.1,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'park', u'room', u'staff']"
213,213,77829,Hotel Bachaumont,8.8,"[u'hotel', u'location', u'staff']"
214,214,77985,Franklin Roosevelt,8.6,[u'location']
215,215,78073,H tel Horset Op ra Best Western Premier Collection,8.5,"[u'breakfast', u'good', u'great', u'helpful', u'location', u'room', u'staff']"
216,216,78272,Best Western Paris Gare Saint Lazare,7.6,[u'location']
217,217,78350,Splendide Royal Paris,9.4,[]
218,218,78366,The Rockwell,8.6,"[u'bed', u'breakfast', u'clean', u'comfortable', u'court', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'quiet', u'room', u'staff', u'station', u'stay', u'tube', u'walk']"
219,219,78918,The LaLit London,9.3,"[u'hotel', u'room', u'staff']"
220,220,78980,Mercure Paris Alesia,8.4,"[u'room', u'staff']"
221,221,79054,Courthouse Hotel London,8,"[u'bar', u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'oxford', u'perfect', u'positive', u'room', u'staff', u'stay', u'street']"
222,222,79921,Best Western The Boltons Hotel London Kensington,7.7,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'court', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'small', u'staff', u'station', u'tube']"
223,223,80470,Radisson Blu Edwardian Sussex,8,"[u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'positive', u'room', u'staff']"
224,224,81043,Hotel The Peninsula Paris,9.5,[u'hotel']
225,225,81101,Le Narcisse Blanc Spa,9.5,"[u'hotel', u'room', u'staff']"
226,226,81158,The Pillar Hotel,8.6,"[u'hotel', u'room', u'staff']"
227,227,81259,Crowne Plaza London The City,8.6,"[u'good', u'location', u'room', u'staff']"
228,228,81473,H tel Les Dames du Panth on,8.8,"[u'hotel', u'location', u'room', u'staff']"
229,229,81543,H tel Victor Hugo Paris Kl ber,7.9,[u'location']
230,230,81591,Grand Hotel Saint Michel,8.8,"[u'hotel', u'location', u'staff']"
231,231,81746,Hotel Maison Ath n e,8.8,[u'staff']
232,232,81837,Relais Du Louvre,8.9,"[u'location', u'staff']"
233,233,81925,Pullman Paris Montparnasse,8.1,"[u'breakfast', u'good', u'great', u'location', u'room', u'staff']"
234,234,82191,Best Western Ducs de Bourgogne,7.7,"[u'location', u'staff']"
235,235,82333,Best Western Premier Op ra Opal,8.6,"[u'location', u'staff']"
236,236,82474,Amarante Champs Elys es,7.7,[u'location']
237,237,82576,The Gore Hotel Starhotels Collezione,8.6,"[u'albert', u'bar', u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'hall', u'helpful', u'hotel', u'location', u'lovely', u'room', u'royal', u'staff', u'stay']"
238,238,83097,The Hoxton Holborn,9.2,"[u'atmosphere', u'bag', u'bar', u'bed', u'breakfast', u'clean', u'comfortable', u'comfy', u'decor', u'design', u'everything', u'excellent', u'food', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'like', u'location', u'london', u'love', u'lovely', u'nice', u'place', u'really', u'restaurant', u'room', u'small', u'staff', u'stay', u'vibe', u'well']"
239,239,83852,Mercure London Kensington Hotel,7.5,"[u'bed', u'breakfast', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
240,240,84294,Royal Garden Hotel,8.8,"[u'bed', u'breakfast', u'clean', u'comfortable', u'everything', u'excellent', u'friendly', u'garden', u'good', u'great', u'helpful', u'hotel', u'kensington', u'location', u'lovely', u'nice', u'park', u'positive', u'restaurant', u'room', u'service', u'staff', u'stay', u'view']"
241,241,85168,Boundary Rooms Suites,8.4,[]
242,242,85180,H tel Ad le Jules,9.1,"[u'hotel', u'room', u'staff']"
243,243,85269,Grange White Hall Hotel,7.9,"[u'location', u'room', u'staff']"
244,244,85479,Hilton London Bankside,9.3,"[u'bathroom', u'bed', u'breakfast', u'clean', u'comfortable', u'comfy', u'everything', u'excellent', u'facility', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'modern', u'new', u'nice', u'pool', u'really', u'room', u'service', u'shower', u'staff', u'stay', u'well']"
245,245,86372,DoubleTree by Hilton London Ealing,8.4,"[u'bed', u'breakfast', u'clean', u'comfortable', u'cooky', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'positive', u'room', u'staff', u'station', u'stay', u'tube']"
246,246,87052,Molitor Paris MGallery by Sofitel,8.8,[u'pool']
247,247,87125,First Hotel Paris Tour Eiffel,8.3,"[u'location', u'staff']"
248,248,87197,DoubleTree by Hilton London Victoria,8.4,"[u'bed', u'breakfast', u'check', u'clean', u'close', u'comfortable', u'cooky', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'perfect', u'positive', u'room', u'staff', u'station', u'stay', u'train', u'victoria', u'walk', u'welcome']"
249,249,88260,St Ermin s Hotel Autograph Collection,8.9,"[u'bed', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
250,250,88644,Montagu Place Hotel,9.1,[u'staff']
251,251,88755,H tel Regina,9,"[u'comfortable', u'excellent', u'friendly', u'great', u'helpful', u'hotel', u'location', u'paris', u'room', u'service', u'staff', u'view']"
252,252,89127,Mercure Paris Gare De Lyon TGV,7.9,"[u'breakfast', u'de', u'gare', u'good', u'great', u'helpful', u'hotel', u'location', u'lyon', u'next', u'room', u'staff', u'station', u'train']"
253,253,89538,Villa Montparnasse,7.6,[u'staff']
254,254,89590,H tel des Champs Elys es,8.4,"[u'location', u'room', u'staff']"
255,255,89773,Lyric H tel Paris,8.9,"[u'great', u'hotel', u'location', u'room', u'staff']"
256,256,89870,Hotel Design Secret de Paris,9.2,[u'staff']
257,257,89963,Hotel Dupond Smith,9.3,[]
258,258,89986,Okko Hotels Paris Porte De Versailles,9.2,[u'hotel']
259,259,90029,La Villa Royale,8.1,"[u'hotel', u'room', u'staff']"
260,260,90105,Hotel Indigo Paris Opera,9.1,"[u'location', u'staff']"
261,261,90220,Villa Opera Drouot,8.4,"[u'good', u'helpful', u'location', u'room', u'staff']"
262,262,90316,Novotel Paris Gare De Lyon,8.5,"[u'breakfast', u'clean', u'close', u'comfortable', u'de', u'excellent', u'friendly', u'gare', u'good', u'great', u'helpful', u'hotel', u'location', u'lyon', u'metro', u'nice', u'paris', u'pool', u'room', u'staff', u'station', u'train']"
263,263,90882,H tel Belloy Saint Germain By Happyculture,8.3,"[u'location', u'staff']"
264,264,90964,Hotel Louis 2,8.4,[u'location']
265,265,91019,InterContinental Paris Le Grand,8.8,[u'location']
266,266,91169,The Trafalgar Hilton,8.1,"[u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
267,267,91532,Park Lane Mews Hotel,7,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'park', u'positive', u'room', u'staff']"
268,268,92589,Old Ship Inn Hackney,7.9,"[u'good', u'room', u'staff']"
269,269,92729,The Drayton Court Hotel,8.8,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'room', u'staff', u'stay']"
270,270,93120,The Montcalm Marble Arch,8.9,"[u'bed', u'breakfast', u'clean', u'comfortable', u'everything', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'make', u'nice', u'perfect', u'positive', u'room', u'service', u'staff', u'stay', u'upgrade', u'welcome']"
271,271,94181,The Colonnade,7.8,"[u'hotel', u'location', u'room', u'staff']"
272,272,94382,The Royal Horseguards,8.9,"[u'beautiful', u'bed', u'breakfast', u'clean', u'comfortable', u'everything', u'excellent', u'fantastic', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'positive', u'really', u'room', u'service', u'staff', u'stay', u'view', u'walk', u'wonderful']"
273,273,95356,Grange Fitzrovia Hotel,8.1,"[u'bed', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
274,274,95811,H tel Le M,8.2,"[u'location', u'room', u'staff']"
275,275,95942,The Hari London,9.2,"[u'friendly', u'hotel', u'location', u'room', u'staff']"
276,276,96177,citizenM London Bankside,9.1,"[u'also', u'amaze', u'area', u'atmosphere', u'bar', u'bed', u'big', u'breakfast', u'check', u'clean', u'comfortable', u'comfy', u'control', u'cool', u'decor', u'design', u'drink', u'easy', u'everything', u'excellent', u'facility', u'fantastic', u'feel', u'food', u'free', u'fridge', u'friendly', u'fun', u'funky', u'good', u'great', u'helpful', u'hotel', u'huge', u'ipad', u'light', u'like', u'lobby', u'location', u'london', u'lounge', u'love', u'lovely', u'make', u'mini', u'modern', u'mood', u'movie', u'need', u'nice', u'perfect', u'place', u'positive', u'quirky', u'really', u'room', u'shower', u'small', u'space', u'staff', u'stay', u'super', u'tate', u'walk', u'welcome', u'well', u'work']"
277,277,97694,Radisson Blu Edwardian Mercer Street,8.7,"[u'bed', u'breakfast', u'clean', u'comfortable', u'comfy', u'excellent', u'fantastic', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'perfect', u'restaurant', u'room', u'staff', u'stay', u'theatre']"
278,278,98461,Twenty Nevern Square Hotel,8.3,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'continental', u'court', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'quiet', u'really', u'room', u'small', u'staff', u'station', u'stay', u'tube', u'walk']"
279,279,99237,The Abbey Court Notting Hill,7.8,"[u'location', u'room', u'staff']"
280,280,99327,Seven Hotel,8.5,[u'room']
281,281,99375,Platine Hotel Spa,8.6,"[u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
283,283,99525,Mercure Paris Notre Dame Saint Germain des Pr s,8,[u'location']
284,284,99600,Mercure Paris Centre Tour Eiffel,8,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'eiffel', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'tower', u'walk']"
285,285,100371,Banke H tel,8.4,"[u'location', u'staff']"
286,286,100530,Mondrian London,9.1,"[u'also', u'amaze', u'amazing', u'bar', u'bathroom', u'beautiful', u'bed', u'birthday', u'breakfast', u'check', u'clean', u'cocktail', u'comfortable', u'comfy', u'decor', u'design', u'everything', u'excellent', u'facility', u'fantastic', u'food', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'like', u'location', u'london', u'love', u'lovely', u'make', u'modern', u'nice', u'perfect', u'positive', u'really', u'restaurant', u'river', u'room', u'service', u'shower', u'staff', u'stay', u'thames', u'time', u'view', u'walk', u'well']"
287,287,102123,Karma Sanctum Soho Hotel,8.1,[u'location']
288,288,102316,NH London Kensington,8.2,"[u'breakfast', u'good', u'location', u'room', u'staff']"
289,289,102541,Saint James Albany Paris Hotel Spa,8,"[u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'paris', u'perfect', u'pool', u'positive', u'room', u'staff']"
290,290,103241,Mercure Paris Montparnasse Raspail,8.2,"[u'great', u'location', u'room', u'staff']"
291,291,103320,Golden Tulip Bercy Gare de Lyon 209,8.7,"[u'friendly', u'metro', u'room', u'staff']"
292,292,103488,Montfleuri,8.2,"[u'good', u'hotel', u'location', u'room', u'staff']"
293,293,103716,Simply Rooms Suites,7.7,"[u'good', u'location', u'room']"
294,294,103831,Mercure Paris Pigalle Sacre Coeur,8.3,"[u'location', u'room']"
295,295,103896,The Academy,7.8,"[u'comfortable', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
296,296,104154,Le Meridien Piccadilly,7.6,"[u'location', u'room', u'staff']"
297,297,104414,Mercure Paris Terminus Nord,7.4,"[u'across', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'convenient', u'du', u'easy', u'eurostar', u'excellent', u'friendly', u'front', u'gare', u'get', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'near', u'next', u'nice', u'nord', u'opposite', u'paris', u'perfect', u'positive', u'quiet', u'restaurant', u'right', u'room', u'staff', u'station', u'stay', u'train', u'view', u'well']"
298,298,105873,H tel F licien by Elegancia,8.4,[u'staff']
299,299,105939,Le Lavoisier,8,[]
300,300,105951,H tel Moli re,9.2,"[u'location', u'room', u'staff']"
301,301,106075,Vice Versa,8.3,[u'staff']
302,302,106134,The Kings Head Hotel,8.9,"[u'good', u'room', u'staff']"
303,303,106220,H tel Etoile Saint Honor by Happyculture,8.2,"[u'location', u'room', u'staff']"
304,304,106372,Hotel Le petit Paris,8.8,[u'staff']
305,305,106429,Mercure Paris 19 Philharmonie La Villette,7.5,[]
306,306,106483,Royal Garden Champs Elysees,7.3,"[u'location', u'staff']"
307,307,106685,H tel Brighton Esprit de France,8.7,"[u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'staff', u'view']"
308,308,106969,H tel Paris Bastille Boutet MGallery by Sofitel,8.8,"[u'hotel', u'staff']"
309,309,107032,Montcalm Royal London House City of London,9.2,"[u'amaze', u'bar', u'bed', u'clean', u'comfortable', u'comfy', u'everything', u'excellent', u'facility', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'modern', u'nice', u'restaurant', u'roof', u'rooftop', u'room', u'service', u'staff', u'stay', u'view']"
310,310,107747,Conrad London St James,9.1,"[u'bed', u'comfortable', u'excellent', u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
